accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
NA13019680,NA003188;NA002410;NA002807;NA002409;NA002805;NA003549;NA003187;NA003550;NA003551;NA002804;NA003186;NA002806;NA003552;NA002808;NA002413;NA003184;NA002411;NA002412;NA003553;NA003185,115269,C1C[C@H]2CN3[C@H](CC=CC3=O)[C@@H]4[C@H]2N(C1)CCC4,0.71,min,AAGFPTSOPGCENQ-JLNYLFASSA-N,[M+H]+,C15H22N2O
NA85564442,NA001266;NA001656;NA001398;NA001018;NA001658;NA001776;NA002016;NA001022;NA000887;NA001144;NA001020;NA001394;NA001521;NA001142;NA001396;NA001774;NA001905;NA001146;NA001264;NA002014;NA001268;NA001901;NA001519;NA001778;NA001903;NA000889;NA001654;NA001523;NA000891;NA002018,119201,C1CCN2CC3CC(C2C1)CN4C3CCCC4=O,0.482,min,JYIJIIVLEOETIQ-UHFFFAOYSA-N,[M+H]+,C15H24N2O
NA50065637,NA000845;NA001978;NA001101;NA001476;NA001731;NA001856;NA001974;NA001224;NA001860;NA001474;NA001228;NA001611;NA001351;NA001353;NA001733;NA002094;NA001613;NA001858;NA000841;NA000843;NA001976;NA001349;NA001729;NA001226;NA001478;NA001097;NA002092;NA002090;NA001099;NA001609,119205,COC1=C(C=CC(=C1)C[C@H]2COC(=O)[C@@H]2CC3=CC(=C(C=C3)O)OC)O,9.292,min,MATGKVZWFZHCLI-LSDHHAIUSA-N,[M+H]+,C20H22O6
NA46633909,NA001283;NA001536;NA001789;NA001037;NA002142;NA001159;NA001669;NA001671;NA000906;NA001279;NA001281;NA001157;NA001033;NA001534;NA001409;NA001793;NA001538;NA001913;NA001161;NA000904;NA001035;NA000902;NA002140;NA002024;NA001673;NA001413;NA001911;NA001791;NA002026;NA001411,135017,CC1=C(C(=C2C(=C1)C[C@@](C2=O)(C)CO)C)CCO,9.228,min,BDZJLPDYMKPKGC-HNNXBMFYSA-N,[M+H]+,C15H20O3
NA10660775,NA002159;NA002184;NA002209;NA002182;NA002180;NA002161,135017,CC1=C(C(=C2C(=C1)C[C@@](C2=O)(C)CO)C)CCO,9.36,min,BDZJLPDYMKPKGC-HNNXBMFYSA-N,[M+Na]+,C15H20O3
NA79205128,NA002306;NA002305,154272,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1O)O)OC(=O)C5=CC=CC=C5)(CO4)OC(=O)C)O)C)O,9.419,min,YWLXLRUDGLRYDR-ZHPRIASZSA-N,[M+H]+,C29H36O10
NA60269878,NA002362;NA002754;NA003134;NA003137;NA003500;NA003503;NA003502;NA003135;NA003136;NA002757;NA002755;NA003501;NA002359;NA002363;NA003499;NA002361;NA003138;NA002758;NA002360;NA002756,156006,C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)OC(=O)C)O)O,2.531,min,RKDOFSJTBIDAHX-OFSOMGBPSA-N,[M+H]+,C17H27NO6
NA04173048,NA000899;NA001664;NA000897;NA001788;NA001529;NA001152;NA001408;NA001154;NA001404;NA001406;NA001028;NA001032;NA001156;NA001531;NA001030;NA001533;NA001278;NA001784;NA001668;NA001276;NA001666;NA001274;NA001786;NA000901,169739,CC1=C(C(=C2C(=C1)C[C@H](C2=O)CO)C)CCO,8.407,min,LGXRGPOUGZXSEB-NSHDSACASA-N,[M+H]+,C14H18O3
NA06015421,NA002177;NA002157;NA002179,169739,CC1=C(C(=C2C(=C1)C[C@H](C2=O)CO)C)CCO,8.513,min,LGXRGPOUGZXSEB-NSHDSACASA-N,[M+Na]+,C14H18O3
NA65875959,NA003058;NA002675;NA002672;NA003055;NA002275;NA002673;NA003422;NA003056;NA003057;NA002674;NA002279;NA003419;NA002277;NA003420;NA003423;NA002276;NA002278;NA003421;NA002676;NA003054,197810,CN1CC2=C(C=CC3=C2OCO3)[C@@H]4[C@H]1C5=CC6=C(C=C5C[C@@H]4O)OCO6,6.949,min,GHKISGDRQRSCII-ZOCIIQOWSA-N,[M+H]+,C20H19NO5
NA75281998,NA002722;NA002326;NA002721;NA002719;NA002327;NA003465;NA002328;NA003100;NA002325;NA003468;NA003101;NA003099;NA003467;NA002723;NA003103;NA002324;NA003102;NA002720;NA003466;NA003464,221071,C[C@H]1[C@@H]2CC[C@]3(C=CC(=O)C(=C3[C@H]2OC1=O)C)C,8.952,min,XJHDMGJURBVLLE-BOCCBSBMSA-N,[M+H]+,C15H18O3
NA03926274,NA003254;NA003620;NA003621;NA003258;NA002876;NA002480;NA003256;NA002875;NA002481;NA002874;NA002878;NA003255;NA003619;NA002482;NA003622;NA003623;NA002479;NA002877;NA002483;NA003257,245005,CCN1C[C@@]2([C@@H](C[C@@H]([C@@]34[C@@H]2[C@H]([C@@H](C31)[C@@]5([C@@H]6[C@H]4C[C@@]([C@@H]6OC(=O)C7=CC=CC=C7)([C@H]([C@@H]5O)OC)O)OC(=O)C)OC)OC)O)COC,9.717,min,XFSBVAOIAHNAPC-XTHSEXKGSA-N,[M+H]+,C34H47NO11
NA03244236,NA001753;NA000863;NA001996;NA001371;NA001369;NA001243;NA001994;NA002105;NA001373;NA001624;NA001626;NA001241;NA001117;NA001880;NA001876;NA001749;NA000861;NA000988;NA001998;NA001751;NA001628;NA001119;NA000865;NA002107;NA000990;NA001239;NA002109;NA001878;NA001121;NA000992,273568,CC1=C2CC(CCC2(CCC1=O)C)C(=C)C,13.069,min,KUFXJZXMWHNCEH-UHFFFAOYSA-N,[M+H]+,C15H22O
NA19858760,NA003539;NA003543;NA002797;NA002400;NA003175;NA002798;NA002403;NA002401;NA002402;NA002399;NA002795;NA003177;NA003176;NA003541;NA003542;NA003178;NA002796;NA003540;NA002794;NA003174,285033,CC(C)(CCC[C@@](CC(=O)OC)(C(=O)O[C@H]1[C@H]2C3=CC4=C(C=C3CCN5[C@@]2(CCC5)C=C1OC)OCO4)O)O,7.111,min,HYFHYPWGAURHIV-JFIAXGOJSA-N,[M+H]+,C29H39NO9
NA62693545,NA001495;NA001563;NA001559;NA001301;NA000922;NA000924;NA000792;NA000926;NA001303;NA000794;NA001299;NA000796;NA001497;NA001428;NA001561,317398,COC1C(C(OC1N2C=NC3=C2N=CN=C3N)CO)O,0.705,min,FPUGCISOLXNPPC-UHFFFAOYSA-N,[M+H]+,C11H15N5O4
NA69005014,NA002345;NA003485;NA003120;NA002739;NA003122;NA002740;NA002346;NA003488;NA002348;NA003486;NA002344;NA003487;NA003123;NA002741;NA003119;NA003121;NA002743;NA002742;NA002347;NA003484,340066,C[C@H]([C@@](C(C)C)(C(=O)OCC1=CC[N+]2([C@H]1[C@@H](CC2)O)[O-])O)O,1.139,min,DNAWGBOKUFFVMB-JXSDSIQZSA-N,[M+H]+,C15H25NO6
NA42838329,NA002827;NA003208;NA003571;NA003573;NA003572;NA002432;NA002825;NA003206;NA002431;NA002824;NA002826;NA002828;NA003204;NA003207;NA003570;NA002430;NA003569;NA003205;NA002429;NA002433,340067,C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CC[N+]2([C@H]1[C@@H](CC2)O)[O-])O)O,1.285,min,DNAWGBOKUFFVMB-FVZLBROTSA-N,[M+H]+,C15H25NO6
NA47607786,NA002925;NA002928;NA002533;NA003669;NA002535;NA003673;NA003299;NA002924;NA003300;NA002926;NA002532;NA003670;NA003672;NA003671;NA003303;NA003302;NA002531;NA003301;NA002927;NA002534,441071,C1CN2CC3=CCO[C@H]4CC(=O)N5[C@H]6[C@H]4[C@H]3C[C@H]2[C@@]61C7=CC=CC=C75,3.141,min,QMGVPVSNSZLJIA-FVWCLLPLSA-N,[M+H]+,C21H22N2O2
NA11323682,NA002117;NA001504;NA000998;NA001251;NA002115;NA001253;NA001888;NA001886;NA002119;NA001379;NA002008;NA001641;NA001129;NA001249;NA001643;NA000875;NA002004;NA001890;NA001383;NA001639;NA000877;NA001000;NA000873;NA002006;NA001506;NA001127;NA001002;NA001381;NA001508;NA001131,441072,CCC[C@H]1CCCCN1,0.658,min,NDNUANOUGZGEPO-QMMMGPOBSA-N,[M+H]+,C8H17N
NA15249772,NA001961;NA001461;NA000826;NA001718;NA001959;NA000953;NA001598;NA000955;NA001596;NA002077;NA001084;NA001459;NA001080;NA002073;NA001338;NA001211;NA001334;NA001762;NA001594;NA000951;NA001082;NA001463;NA000830;NA001839;NA000828;NA001209;NA001841;NA001207;NA002075;NA001843;NA001760;NA001336;NA001957,441082,C[C@H]1[C@H]2CC[C@@H]3[C@@]2(CC[C@H]4[C@H]3CC=C5[C@@]4(CC[C@@H](C5)N(C)C)C)CN1C,5.272,min,GPLGAQQQNWMVMM-MYAJQUOBSA-N,[M+H]+,C24H40N2
NA19174852,NA002548;NA002549;NA002547;NA003686;NA003318;NA003317;NA002941;NA003316;NA002546;NA002939;NA002943;NA003685;NA003315;NA003688;NA002940;NA003684;NA002942;NA002550;NA003314;NA003687,441975,C[C@H]1[C@H]2CN3CCC4=C([C@@H]3C[C@@H]2C(=CO1)C(=O)OC)NC5=CC=CC=C45,7.532,min,GRTOGORTSDXSFK-XJTZBENFSA-N,[M+H]+,C21H24N2O3
NA49929614,NA002271;NA003053;NA003418;NA003417;NA003415;NA002274;NA002668;NA003414;NA002270;NA002671;NA002273;NA002670;NA002669;NA003416;NA003049;NA002667;NA003051;NA003050;NA003052;NA002272,442741,C[C@@H]1C[C@]2([C@@H](O2)C)C(=O)O[C@@H]3CCN4[C@@H]3C(=CC4)COC(=O)[C@]1(C)O,1.01,min,IAPHXJRHXBQDQJ-WKMWQDDRSA-N,[M+H]+,C18H25NO6
NA32524875,NA002752;NA002358;NA002355;NA003497;NA003494;NA003133;NA003496;NA002750;NA003498;NA002357;NA002751;NA003129;NA003130;NA002749;NA002753;NA003131;NA002354;NA002356;NA003495;NA003132,442764,C[C@@H]1[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC(=O)C1=C)(C)O)C,3.393,min,FLUOSFVUPTUYEX-QHOAOGIMSA-N,[M+H]+,C18H25NO5
