accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
EQ28645348,EQ368108;EQ368101;EQ368105;EQ368102;EQ368109;EQ368104;EQ368106;EQ368107;EQ368103,3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,7.9,min,PPTYJKAXVCCBDU-UHFFFAOYSA-N,[M+H]+,C16H12FN3O3
EQ06153479,EQ370005;EQ370006;EQ370003;EQ370009;EQ370008;EQ370007;EQ370001;EQ370002;EQ370004,3444,C1C(COC1(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl)Br,10.9,min,HJJVPARKXDDIQD-UHFFFAOYSA-N,[M+H]+,C13H12BrCl2N3O
EQ94680664,EQ356603;EQ356607;EQ356606;EQ356602;EQ356609;EQ356601;EQ356604;EQ356605;EQ356608,3559,C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F,6.8,min,LNEPOXFFQSENCJ-UHFFFAOYSA-N,[M+H]+,C21H23ClFNO2
EQ69914744,EQ326403;EQ326404;EQ326402;EQ326406;EQ326401;EQ326408;EQ326405;EQ326407;EQ326409,3680,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,10.2,min,AKUJBENLRBOFTD-UHFFFAOYSA-N,[M+H]+,C24H31FO6
EQ36712904,EQ368604;EQ368601;EQ368608;EQ368603;EQ368605;EQ368607;EQ368602;EQ368606;EQ368609,3702,CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N,6.7,min,NDDAHWYSQHTHNT-UHFFFAOYSA-N,[M+H]+,C16H16ClN3O3S
EQ83502707,EQ313709;EQ313706;EQ313708;EQ313704;EQ313705;EQ313703;EQ313702;EQ313701;EQ313707,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,7.4,min,MJIHNNLFOKEZEW-UHFFFAOYSA-N,[M+H]+,C16H14F3N3O2S
EQ77480979,EQ358503;EQ358508;EQ358506;EQ358507;EQ358504;EQ358502;EQ358501;EQ358509;EQ358505,3902,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,6.6,min,HPJKCIUCZWXJDR-UHFFFAOYSA-N,[M+H]+,C17H11N5
EQ00345467,EQ368708;EQ368704;EQ368706;EQ368709;EQ368707;EQ368703;EQ368701;EQ368705;EQ368702,3928,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O,3.6,min,OJMMVQQUTAEWLP-UHFFFAOYSA-N,[M+H]+,C18H34N2O6S
EQ14706092,EQ279406;EQ279404;EQ279401;EQ279407;EQ279409;EQ279405;EQ279402;EQ279408;EQ279403,3961,CCCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)CO)Cl,8.9,min,PSIFNNKUMBGKDQ-UHFFFAOYSA-N,[M+H]+,C22H23ClN6O
EQ16335195,EQ368802;EQ368803;EQ368805;EQ368809;EQ368804;EQ368807;EQ368808;EQ368806;EQ368801,3981,CCN(CC)C(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C,5.6,min,VAYOSLLFUXYJDT-UHFFFAOYSA-N,[M+H]+,C20H25N3O
