accession,original_accessions,pubchem_id,smiles_iso,rt,rt_unit,inchikey,precursor_type,molecular_formula
AU33972787,AU154030,3007,CC(CC1=CC=CC=C1)N,8.248,min,KWTSXDURSIMDCE-UHFFFAOYSA-N,[M+Na]+,C9H13N
AU96036492,AU160801;AU160806;AU160804;AU160805;AU160803;AU160802,3016,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,9.3,min,AAOVKJBEBIDNHE-UHFFFAOYSA-N,[M+H]+,C16H13ClN2O
AU03123741,AU312404;AU312405;AU312402;AU312401;AU312403,3017,CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C,10.8,min,FHIVAFMUCKRCQO-UHFFFAOYSA-N,[M+H]+,C12H21N2O3PS
AU60381924,AU114706,3033,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,10.508,min,DCOPUUMXTXDBNB-UHFFFAOYSA-N,[M+H]+,C14H11Cl2NO2
AU50150484,AU260002;AU260004;AU260003;AU260006;AU260001;AU260005,3039,COP(=O)(OC)OC=C(Cl)Cl,6.938,min,OEBRKCOSUFCWJD-UHFFFAOYSA-N,[M+H]+,C4H7Cl2O4P
AU07641604,AU300903;AU300904;AU300901;AU300906;AU300905;AU300902,3082,CNC(=O)CSP(=S)(OC)OC,5.113,min,MCWXGJITAZMZEV-UHFFFAOYSA-N,[M+H]+,C5H12NO3PS2
AU87377044,AU267101;AU267104;AU267105;AU267106;AU267103;AU267102,3100,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,6.424,min,ZZVUWRFHKOJYTH-UHFFFAOYSA-N,[M+H]+,C17H21NO
AU81570197,AU241206;AU241202;AU341003;AU241201;AU241205;AU341002;AU241204;AU341005;AU241203;AU341004,3120,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,8.4,min,XMTQQYYKAHVGBJ-UHFFFAOYSA-N,[M+H]+,C9H10Cl2N2O
AU22434118,AU273902;AU273903;AU273905;AU273901;AU273906;AU273904,3151,C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O,5.776,min,FGXWKSZFVQUSTL-UHFFFAOYSA-N,[M+H]+,C22H24ClN5O2
AU46367041,AU120701;AU120705;AU120704;AU120702;AU120703,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,6.382,min,RMEDXOLNCUSCGS-UHFFFAOYSA-N,[M+H]+,C22H22FN3O2
AU95832486,AU120730;AU120732;AU120731,3168,C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,6.392,min,RMEDXOLNCUSCGS-UHFFFAOYSA-N,[M+Na]+,C22H22FN3O2
AU63948270,AU251205;AU251203;AU251206;AU251204;AU251201;AU251202,3191,CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4,10.731,min,MJJALKDDGIKVBE-UHFFFAOYSA-N,[M+H]+,C32H39NO2
AU25759822,AU235705;AU235706;AU235701;AU235703;AU235702;AU235704,3203,C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F,10.636,min,XPOQHMRABVBWPR-UHFFFAOYSA-N,[M+H]+,C14H9ClF3NO2
AU65003538,AU260703;AU260701;AU260702;AU260706;AU260705;AU260704,3286,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,12.473,min,RIZMRRKBZQXFOY-UHFFFAOYSA-N,[M+H]+,C9H22O4P2S4
AU58265983,AU224802;AU224805;AU224804;AU224803;AU224801,3337,CCNC(C)CC1=CC(=CC=C1)C(F)(F)F,6.2,min,DBGIVFWFUFKIQN-UHFFFAOYSA-N,[M+H]+,C12H16F3N
AU17912317,AU271005;AU271003;AU271006;AU271004;AU271002;AU271001,3339,CC(C)OC(=O)C(C)(C)OC1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)Cl,12.406,min,YMTINGFKWWXKFG-UHFFFAOYSA-N,[M+H]+,C20H21ClO4
AU03467638,AU154501;AU154502;AU154504;AU154503;AU154505,3345,CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3,6.1,min,PJMPHNIQZUBGLI-UHFFFAOYSA-N,[M+H]+,C22H28N2O
AU73877563,AU315502;AU315501;AU315504;AU315505;AU315506;AU315503,3346,CC1=C(C=CC(=C1)OP(=S)(OC)OC)SC,10.9,min,PNVJTZOFSHSLTO-UHFFFAOYSA-N,[M+H]+,C10H15O3PS2
AU30775519,AU227604;AU227602;AU227603;AU227606;AU227601;AU227605,3356,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,6.299,min,DJBNUMBKLMJRSA-UHFFFAOYSA-N,[M+H]+,C17H20F6N2O3
